merchant_id,merchant_name,merchant_category,merchant_city,merchant_city_tier,is_active
MER00406,Mitra Tiffin Center,Food & Beverage,Pune,Tier1,1
MER00407,Gole Dhaba,Food & Beverage,Agra,Tier2,1
MER00408,Aurora Service Apartment,Hotel & Lodging,Pune,Tier1,1
MER00409,Bava Meesho,E-commerce,Madurai,Tier2,1
MER00410,Tara Meesho,E-commerce,Ahmedabad,Tier1,1
MER00411,Venkataraman Clinic,Healthcare,Aligarh,Tier3,1
MER00412,Jani Fresh Mart,Grocery,Bikaner,Tier3,1
MER00413,Ben Meesho,E-commerce,Guwahati,Tier3,1
MER00414,Anand Coaching Center,Education,Noida,Tier3,1
MER00415,Sura Gas Agency,Utilities,Coimbatore,Tier2,1
MER00416,Batra Medical Store,Healthcare,Delhi,Tier1,1
MER00417,Deshpande BPCL Outlet,Fuel,Mumbai,Tier1,1
MER00418,Srinivasan Hotel,Hotel & Lodging,Coimbatore,Tier2,1
MER00419,Raja Restaurant,Food & Beverage,Hyderabad,Tier1,1
MER00420,Varkey Broadband,Utilities,Agra,Tier2,1
MER00421,Chana Service Apartment,Hotel & Lodging,Jodhpur,Tier3,0
MER00422,Purohit General Store,Grocery,Lucknow,Tier2,1
MER00423,De Cab Service,Travel,Kanpur,Tier2,1
MER00424,Vyas Wellness Center,Salon & Wellness,Aligarh,Tier3,1
MER00425,Bath Flipkart,E-commerce,Surat,Tier2,0
MER00426,Choudhry Boutique,Clothing & Fashion,Chennai,Tier1,1
MER00427,Gupta Insurance Co,Insurance,Mumbai,Tier1,1
MER00428,Bhandari Water Supply,Utilities,Visakhapatnam,Tier2,1
MER00429,Mistry Gadget Shop,Electronics,Hyderabad,Tier1,1
MER00430,Pandit Cafe,Food & Beverage,Delhi,Tier1,1
MER00431,Raman Kirana Store,Grocery,Hyderabad,Tier1,1
MER00432,Srinivasan Water Supply,Utilities,Jaipur,Tier2,1
MER00433,Chauhan Family Transfer,P2P Transfer,Indore,Tier2,1
MER00434,Balasubramanian Tech Store,Electronics,Mumbai,Tier1,1
MER00435,Dixit Auto Rickshaw,Auto & Transport,Chennai,Tier1,1
MER00436,Basak Bus Service,Travel,Coimbatore,Tier2,1
MER00437,Gola Housing,Rent,Chennai,Tier1,1
MER00438,Barman Myntra,E-commerce,Mumbai,Tier1,1
MER00439,Prasad Gadget Shop,Electronics,Hyderabad,Tier1,1
MER00440,Savant Sweet Shop,Food & Beverage,Vadodara,Tier2,1
MER00441,Ram College,Education,Ahmedabad,Tier1,1
MER00442,Subramaniam Sweet Shop,Food & Beverage,Mumbai,Tier1,1
MER00443,Gole Lodge,Hotel & Lodging,Kanpur,Tier2,0
MER00444,Shah Kirana Store,Grocery,Pune,Tier1,1
MER00445,Kaul Kirana Store,Grocery,Bangalore,Tier1,1
MER00446,Rama Dhaba,Food & Beverage,Aligarh,Tier3,1
MER00447,Rao Personal Transfer,P2P Transfer,Jaipur,Tier2,1
MER00448,Vora Family Transfer,P2P Transfer,Agra,Tier2,1
MER00449,Nori Tiffin Center,Food & Beverage,Mumbai,Tier1,1
MER00450,Tandon Friend Transfer,P2P Transfer,Bikaner,Tier3,1
MER00451,Jayaraman Nykaa,E-commerce,Delhi,Tier1,1
MER00452,Banik Medical Store,Healthcare,Bhopal,Tier2,1
MER00453,Prabhakar Indian Oil,Fuel,Delhi,Tier1,1
MER00454,Sunder Water Supply,Utilities,Mumbai,Tier1,1
MER00455,Din Railway Booking,Travel,Delhi,Tier1,1
MER00456,Basu Bus Service,Travel,Chennai,Tier1,1
MER00457,Sarna Snapdeal,E-commerce,Indore,Tier2,1
MER00458,Dara OTT Platform,Entertainment,Kanpur,Tier2,1
MER00459,Karan Dhaba,Food & Beverage,Hyderabad,Tier1,1
MER00460,Kanda Readymade,Clothing & Fashion,Visakhapatnam,Tier2,1
MER00461,Nazareth Juice Corner,Food & Beverage,Chennai,Tier1,0
MER00462,Chaudry Gym,Salon & Wellness,Chennai,Tier1,1
MER00463,Tiwari Appliances,Electronics,Delhi,Tier1,1
MER00464,Mohanty Electronics,Electronics,Bangalore,Tier1,1
MER00465,Sen Coaching Center,Education,Varanasi,Tier3,1
MER00466,Narayan Kirana Store,Grocery,Ranchi,Tier2,1
MER00467,Ghose LIC,Insurance,Guwahati,Tier3,1
MER00468,Sura Garments,Clothing & Fashion,Indore,Tier2,1
MER00469,Sunder Garments,Clothing & Fashion,Madurai,Tier2,0
MER00470,Sama Pharmacy,Healthcare,Agra,Tier2,1
MER00471,Chana Kirana Store,Grocery,Delhi,Tier1,1
MER00472,Gupta Juice Corner,Food & Beverage,Indore,Tier2,1
MER00473,Hora Hospital,Healthcare,Coimbatore,Tier2,1
MER00474,Goyal Bus Service,Travel,Vadodara,Tier2,1
MER00475,Sridhar Amazon,E-commerce,Ghaziabad,Tier3,1
MER00476,Krishna Snapdeal,E-commerce,Madurai,Tier2,1
MER00477,Tata Daily Needs,Grocery,Delhi,Tier1,1
MER00478,Chad Daily Needs,Grocery,Lucknow,Tier2,1
MER00479,Bose Supermart,Grocery,Hyderabad,Tier1,1
MER00480,Nayak Fresh Mart,Grocery,Chennai,Tier1,1
MER00481,Pai Gaming Zone,Entertainment,Allahabad,Tier3,1
MER00482,Chaudhuri Hospital,Healthcare,Vadodara,Tier2,1
MER00483,Kakar Gym,Salon & Wellness,Delhi,Tier1,1
MER00484,Chada Broadband,Utilities,Lucknow,Tier2,1
MER00485,Atwal Friend Transfer,P2P Transfer,Nashik,Tier2,1
MER00486,Natt Salon,Salon & Wellness,Coimbatore,Tier2,1
MER00487,Saran Electronics,Electronics,Mumbai,Tier1,1
MER00488,Boase Personal Transfer,P2P Transfer,Noida,Tier3,1
MER00489,Halder Diagnostic Lab,Healthcare,Indore,Tier2,0
MER00490,Dasgupta Salon,Salon & Wellness,Aurangabad,Tier3,1
MER00491,Prashad Groww,Investment,Ahmedabad,Tier1,1
MER00492,Mitter Tiffin Center,Food & Beverage,Nashik,Tier2,1
MER00493,Misra Residency,Rent,Hyderabad,Tier1,1
MER00494,Dhawan Travel Agency,Travel,Lucknow,Tier2,1
MER00495,Madan Mobile Store,Electronics,Ranchi,Tier2,1
MER00496,Walla Spa,Salon & Wellness,Coimbatore,Tier2,1
MER00497,Datta Kirana Store,Grocery,Nashik,Tier2,1
MER00498,Lal Airlines,Travel,Lucknow,Tier2,1
MER00499,Sinha Fresh Mart,Grocery,Ahmedabad,Tier1,1
MER00500,Verma Salon,Salon & Wellness,Nashik,Tier2,1
MER00501,Dasgupta Lodge,Hotel & Lodging,Pune,Tier1,1
MER00502,Jhaveri Meesho,E-commerce,Chennai,Tier1,1
MER00503,Gandhi Inn,Hotel & Lodging,Surat,Tier2,0
MER00504,Mani Airlines,Travel,Aligarh,Tier3,1
MER00505,Ben Residency,Rent,Pune,Tier1,1
MER00506,Banik Cafe,Food & Beverage,Ranchi,Tier2,1
MER00507,Sahota Fashion Store,Clothing & Fashion,Bangalore,Tier1,1
MER00508,Ravel Hotel,Hotel & Lodging,Lucknow,Tier2,1
MER00509,Sastry Clinic,Healthcare,Kolkata,Tier1,1
MER00510,Varty Daily Needs,Grocery,Chennai,Tier1,1
MER00511,Shan OTT Platform,Entertainment,Kanpur,Tier2,1
MER00512,Nair Gym,Salon & Wellness,Visakhapatnam,Tier2,1
MER00513,Bumb Multiplex,Entertainment,Indore,Tier2,1
MER00514,Dash Service Apartment,Hotel & Lodging,Chennai,Tier1,0
MER00515,Chhabra Water Supply,Utilities,Madurai,Tier2,1
MER00516,Kari Lodge,Hotel & Lodging,Jodhpur,Tier3,0
MER00517,Sheth Cab Service,Travel,Mumbai,Tier1,0
MER00518,Gola Fresh Mart,Grocery,Nagpur,Tier2,1
MER00519,Ravel Nykaa,E-commerce,Kanpur,Tier2,1
MER00520,Rastogi Travel Agency,Travel,Bhopal,Tier2,1
MER00521,Gopal Uber,Auto & Transport,Ahmedabad,Tier1,1
MER00522,Mangal Boutique,Clothing & Fashion,Chennai,Tier1,1
MER00523,Kamdar General Store,Grocery,Kolkata,Tier1,1
MER00524,Upadhyay Fresh Mart,Grocery,Hyderabad,Tier1,1
MER00525,Shah Petrol Pump,Fuel,Tiruchirappalli,Tier3,1
MER00526,Virk Fresh Mart,Grocery,Lucknow,Tier2,0
MER00527,Nayak Myntra,E-commerce,Mumbai,Tier1,0
MER00528,Panchal BPCL Outlet,Fuel,Bangalore,Tier1,1
MER00529,Ramachandran Tiffin Center,Food & Beverage,Hyderabad,Tier1,1
MER00530,Kapadia Petrol Pump,Fuel,Chennai,Tier1,0
MER00531,Butala Guest House,Hotel & Lodging,Pune,Tier1,1
MER00532,Iyer Railway Booking,Travel,Nagpur,Tier2,1
MER00533,Boase Textile,Clothing & Fashion,Agra,Tier2,1
MER00534,Mannan Uber,Auto & Transport,Bangalore,Tier1,1
MER00535,Sani Myntra,E-commerce,Hyderabad,Tier1,1
MER00536,Ganguly General Store,Grocery,Hyderabad,Tier1,1
MER00537,Aggarwal Service Apartment,Hotel & Lodging,Hyderabad,Tier1,1
MER00538,Singh Sweet Shop,Food & Beverage,Ahmedabad,Tier1,1
MER00539,Devan Gadget Shop,Electronics,Ghaziabad,Tier3,0
MER00540,Nadkarni Fresh Mart,Grocery,Gorakhpur,Tier3,1
MER00541,Walia General Store,Grocery,Delhi,Tier1,1
MER00542,Saini Daily Needs,Grocery,Ghaziabad,Tier3,1
MER00543,Pandey Rapido,Auto & Transport,Delhi,Tier1,1
MER00544,Comar Textile,Clothing & Fashion,Mysore,Tier3,1
MER00545,Madan BPCL Outlet,Fuel,Kolkata,Tier1,1
MER00546,Jayaraman Cinema,Entertainment,Pune,Tier1,1
MER00547,Raj Garments,Clothing & Fashion,Kolkata,Tier1,1
MER00548,Kanda Boutique,Clothing & Fashion,Visakhapatnam,Tier2,1
MER00549,Seshadri Snapdeal,E-commerce,Delhi,Tier1,1
MER00550,Prabhu Tiffin Center,Food & Beverage,Visakhapatnam,Tier2,1
MER00551,Parekh School Fees,Education,Aligarh,Tier3,1
MER00552,Patel Spa,Salon & Wellness,Kanpur,Tier2,1
MER00553,Srinivas DTH Services,Utilities,Madurai,Tier2,1
MER00554,Upadhyay Stock Broker,Investment,Surat,Tier2,1
MER00555,Nigam Cafe,Food & Beverage,Hyderabad,Tier1,1
MER00556,Deol Friend Transfer,P2P Transfer,Mumbai,Tier1,1
MER00557,Iyengar Uber,Auto & Transport,Visakhapatnam,Tier2,1
MER00558,Grover Kirana Store,Grocery,Hyderabad,Tier1,1
MER00559,Nori Gas Agency,Utilities,Patna,Tier2,1
MER00560,Vaidya Travel Agency,Travel,Lucknow,Tier2,1
MER00561,Bansal Mobile Store,Electronics,Pune,Tier1,1
MER00562,Garg Uber,Auto & Transport,Lucknow,Tier2,1
MER00563,Koshy Properties,Rent,Chennai,Tier1,1
MER00564,Mittal HP Petrol,Fuel,Kolkata,Tier1,1
MER00565,Patla Motor Insurance,Insurance,Chennai,Tier1,1
MER00566,Jhaveri Gas Agency,Utilities,Nagpur,Tier2,0
MER00567,Agrawal Textile,Clothing & Fashion,Visakhapatnam,Tier2,1
MER00568,Nagi Restaurant,Food & Beverage,Delhi,Tier1,1
MER00569,Iyengar Service Apartment,Hotel & Lodging,Jodhpur,Tier3,1
MER00570,Chopra Tiffin Center,Food & Beverage,Indore,Tier2,1
MER00571,Ahluwalia Amazon,E-commerce,Gorakhpur,Tier3,1
MER00572,Tak Fresh Mart,Grocery,Pune,Tier1,1
MER00573,Sachdev Juice Corner,Food & Beverage,Kanpur,Tier2,1
MER00574,Goyal Gaming Zone,Entertainment,Bhopal,Tier2,0
MER00575,Sharaf Juice Corner,Food & Beverage,Kanpur,Tier2,1
MER00576,Jhaveri HP Petrol,Fuel,Patna,Tier2,1
MER00577,Bhakta Beauty Parlour,Salon & Wellness,Vadodara,Tier2,0
MER00578,Ratti General Store,Grocery,Kanpur,Tier2,1
MER00579,Deol Medical Store,Healthcare,Mumbai,Tier1,1
MER00580,Palla Rapido,Auto & Transport,Agra,Tier2,1
MER00581,Malhotra Metro Card,Auto & Transport,Bangalore,Tier1,0
MER00582,Kapoor Family Transfer,P2P Transfer,Ahmedabad,Tier1,1
MER00583,Mann Diagnostic Lab,Healthcare,Pune,Tier1,1
MER00584,Bhakta Juice Corner,Food & Beverage,Vadodara,Tier2,1
MER00585,Sinha Medical Store,Healthcare,Aligarh,Tier3,1
MER00586,Muni Inn,Hotel & Lodging,Mumbai,Tier1,1
MER00587,Venkataraman Electric Board,Utilities,Bangalore,Tier1,1
MER00588,Dhar Daily Needs,Grocery,Hyderabad,Tier1,1
MER00589,Doctor Sweet Shop,Food & Beverage,Ranchi,Tier2,1
MER00590,Doshi Cinema,Entertainment,Lucknow,Tier2,1
MER00591,Dalal DTH Services,Utilities,Gorakhpur,Tier3,1
MER00592,Sarma Hotel,Hotel & Lodging,Jaipur,Tier2,1
MER00593,Yadav Cab Service,Travel,Lucknow,Tier2,1
MER00594,Din Restaurant,Food & Beverage,Chandigarh,Tier3,1
MER00595,Bedi Gas Agency,Utilities,Pune,Tier1,1
MER00596,Acharya Personal Transfer,P2P Transfer,Vadodara,Tier2,1
MER00597,Rajagopal Multiplex,Entertainment,Varanasi,Tier3,1
MER00598,Kulkarni BPCL Outlet,Fuel,Delhi,Tier1,1
MER00599,Sankaran Dhaba,Food & Beverage,Pune,Tier1,1
MER00600,Balasubramanian College,Education,Hyderabad,Tier1,1
MER00601,Nath College,Education,Delhi,Tier1,1
MER00602,Sandal Rapido,Auto & Transport,Pune,Tier1,1
MER00603,Nanda Restaurant,Food & Beverage,Lucknow,Tier2,1
MER00604,Walia Broadband,Utilities,Madurai,Tier2,1
MER00605,Zacharia Service Apartment,Hotel & Lodging,Pune,Tier1,1
MER00606,Rao Gaming Zone,Entertainment,Bangalore,Tier1,1
MER00607,Mohanty BPCL Outlet,Fuel,Bikaner,Tier3,1
MER00608,Raja Personal Transfer,P2P Transfer,Agra,Tier2,1
MER00609,Chada Wellness Center,Salon & Wellness,Delhi,Tier1,1
MER00610,Tandon Stock Broker,Investment,Varanasi,Tier3,1
MER00611,Borra Textile,Clothing & Fashion,Nashik,Tier2,1
MER00612,Sharma Hotel,Hotel & Lodging,Visakhapatnam,Tier2,1
MER00613,Chander Nykaa,E-commerce,Ahmedabad,Tier1,1
MER00614,Jha OTT Platform,Entertainment,Allahabad,Tier3,1
MER00615,Sankar Personal Transfer,P2P Transfer,Tiruchirappalli,Tier3,1
MER00616,Chauhan LIC,Insurance,Bhopal,Tier2,1
MER00617,Devan Friend Transfer,P2P Transfer,Surat,Tier2,1
MER00618,Dar Flipkart,E-commerce,Lucknow,Tier2,1
MER00619,Saha Auto Rickshaw,Auto & Transport,Nashik,Tier2,1
MER00620,Batta Fuel Station,Fuel,Delhi,Tier1,1
MER00621,Badami Fresh Mart,Grocery,Kolkata,Tier1,1
MER00622,Bawa Salon,Salon & Wellness,Ahmedabad,Tier1,1
MER00623,Acharya Uber,Auto & Transport,Kanpur,Tier2,1
MER00624,Bora Gas Agency,Utilities,Delhi,Tier1,1
MER00625,Behl Event,Entertainment,Chandigarh,Tier3,1
MER00626,Sami Electric Board,Utilities,Kolkata,Tier1,0
MER00627,Tandon Medical Store,Healthcare,Bangalore,Tier1,1
MER00628,Sharma Lodge,Hotel & Lodging,Ahmedabad,Tier1,1
MER00629,Pathak Supermart,Grocery,Vadodara,Tier2,1
MER00630,Tella Snapdeal,E-commerce,Kolkata,Tier1,1
MER00631,Bhasin Garments,Clothing & Fashion,Visakhapatnam,Tier2,1
MER00632,Rajagopal Motor Insurance,Insurance,Tiruchirappalli,Tier3,1
MER00633,Lala Supermart,Grocery,Mumbai,Tier1,1
MER00634,Sandal Lodge,Hotel & Lodging,Agra,Tier2,1
MER00635,Buch Flipkart,E-commerce,Mumbai,Tier1,1
MER00636,Srivastava Metro Card,Auto & Transport,Mumbai,Tier1,1
MER00637,Bhandari Restaurant,Food & Beverage,Kanpur,Tier2,1
MER00638,Narasimhan Gaming Zone,Entertainment,Chennai,Tier1,1
MER00639,Srivastava Sweet Shop,Food & Beverage,Indore,Tier2,1
MER00640,Karpe BPCL Outlet,Fuel,Guwahati,Tier3,1
MER00641,Tandon Wellness Center,Salon & Wellness,Faridabad,Tier3,1
MER00642,Shroff Housing,Rent,Chennai,Tier1,1
MER00643,Anne Biryani House,Food & Beverage,Mumbai,Tier1,1
MER00644,Bhardwaj Restaurant,Food & Beverage,Hyderabad,Tier1,1
MER00645,Chaudhari General Store,Grocery,Coimbatore,Tier2,1
MER00646,Warrior Realty,Rent,Vadodara,Tier2,1
MER00647,Jhaveri Biryani House,Food & Beverage,Mumbai,Tier1,1
MER00648,Natarajan Juice Corner,Food & Beverage,Kanpur,Tier2,1
MER00649,Mandal Tiffin Center,Food & Beverage,Nagpur,Tier2,1
MER00650,Ganguly Cafe,Food & Beverage,Surat,Tier2,1
MER00651,Srinivasan Event,Entertainment,Chennai,Tier1,1
MER00652,Gole Hospital,Healthcare,Allahabad,Tier3,1
MER00653,Kata Amazon,E-commerce,Moradabad,Tier3,1
MER00654,Dhillon HP Petrol,Fuel,Bhopal,Tier2,1
MER00655,Dutt Daily Needs,Grocery,Jaipur,Tier2,1
MER00656,Oommen School Fees,Education,Mumbai,Tier1,1
MER00657,Naidu Service Apartment,Hotel & Lodging,Kolkata,Tier1,1
MER00658,Nair Daily Needs,Grocery,Indore,Tier2,1
MER00659,Sangha Spa,Salon & Wellness,Madurai,Tier2,1
MER00660,Munshi General Store,Grocery,Kanpur,Tier2,1
MER00661,Wagle BPCL Outlet,Fuel,Patna,Tier2,1
MER00662,Lata Clinic,Healthcare,Meerut,Tier3,1
MER00663,Bir DTH Services,Utilities,Surat,Tier2,1
MER00664,Uppal Tiffin Center,Food & Beverage,Indore,Tier2,1
MER00665,Cherian BPCL Outlet,Fuel,Kolkata,Tier1,1
MER00666,Basu Wellness Center,Salon & Wellness,Indore,Tier2,1
MER00667,Chaudhry Sweet Shop,Food & Beverage,Kolkata,Tier1,1
MER00668,Kothari Medical Store,Healthcare,Kanpur,Tier2,1
MER00669,Dalal HP Petrol,Fuel,Ranchi,Tier2,1
MER00670,Balasubramanian Health Insurance,Insurance,Vadodara,Tier2,1
MER00671,Modi Supermart,Grocery,Bangalore,Tier1,1
MER00672,Apte Flipkart,E-commerce,Patna,Tier2,1
MER00673,Kalita Uber,Auto & Transport,Guwahati,Tier3,1
MER00674,Chowdhury Hospital,Healthcare,Nashik,Tier2,1
MER00675,Apte Tiffin Center,Food & Beverage,Nashik,Tier2,1
MER00676,Majumdar Guest House,Hotel & Lodging,Surat,Tier2,1
MER00677,Pai Tech Store,Electronics,Madurai,Tier2,1
MER00678,Gupta Meesho,E-commerce,Delhi,Tier1,1
MER00679,Dey Gadget Shop,Electronics,Coimbatore,Tier2,0
MER00680,Murty Tuition,Education,Pune,Tier1,0
MER00681,Kashyap Electric Board,Utilities,Ahmedabad,Tier1,1
MER00682,Dora Mobile Store,Electronics,Chennai,Tier1,1
MER00683,Sankar Indian Oil,Fuel,Surat,Tier2,0
MER00684,Chawla Properties,Rent,Visakhapatnam,Tier2,1
MER00685,Ramesh Auto Rickshaw,Auto & Transport,Bhopal,Tier2,1
MER00686,Goswami Supermart,Grocery,Meerut,Tier3,1
MER00687,Rama Airlines,Travel,Nagpur,Tier2,1
MER00688,Oommen Personal Transfer,P2P Transfer,Patna,Tier2,1
MER00689,Mohan Bus Service,Travel,Kanpur,Tier2,1
MER00690,Kumer Spa,Salon & Wellness,Bhopal,Tier2,1
MER00691,Kaul Cinema,Entertainment,Aurangabad,Tier3,1
MER00692,Datta Textile,Clothing & Fashion,Visakhapatnam,Tier2,1
MER00693,Kala Myntra,E-commerce,Ahmedabad,Tier1,1
MER00694,Seth Dhaba,Food & Beverage,Indore,Tier2,1
MER00695,Deep Dhaba,Food & Beverage,Madurai,Tier2,1
MER00696,Patel Water Supply,Utilities,Bhopal,Tier2,1
MER00697,Goel Guest House,Hotel & Lodging,Pune,Tier1,1
MER00698,Kalita Myntra,E-commerce,Indore,Tier2,1
MER00699,Nagarajan Biryani House,Food & Beverage,Patna,Tier2,1
MER00700,Bedi Tiffin Center,Food & Beverage,Delhi,Tier1,1
MER00701,Khanna Apartments,Rent,Indore,Tier2,1
MER00702,Bala Cab Service,Travel,Indore,Tier2,1
MER00703,Dara Rapido,Auto & Transport,Pune,Tier1,1
MER00704,Tailor Fuel Station,Fuel,Aligarh,Tier3,1
MER00705,Bhagat Boutique,Clothing & Fashion,Delhi,Tier1,1
MER00706,Tripathi Spa,Salon & Wellness,Ahmedabad,Tier1,1
MER00707,Minhas Friend Transfer,P2P Transfer,Kolkata,Tier1,1
MER00708,Hari Daily Needs,Grocery,Madurai,Tier2,1
MER00709,Acharya Hospital,Healthcare,Patna,Tier2,1
MER00710,Kakar Supermart,Grocery,Gorakhpur,Tier3,1
MER00711,Mital Juice Corner,Food & Beverage,Pune,Tier1,1
MER00712,Ranganathan DTH Services,Utilities,Gorakhpur,Tier3,1
MER00713,Sarna Rapido,Auto & Transport,Patna,Tier2,1
MER00714,Vaidya Lodge,Hotel & Lodging,Aurangabad,Tier3,1
MER00715,Vohra Electric Board,Utilities,Kolkata,Tier1,1
MER00716,Talwar Rapido,Auto & Transport,Bangalore,Tier1,1
MER00717,Lala Health Insurance,Insurance,Mumbai,Tier1,1
MER00718,Varty Academy,Education,Madurai,Tier2,1
MER00719,Deep BPCL Outlet,Fuel,Kolkata,Tier1,1
MER00720,Randhawa Cafe,Food & Beverage,Lucknow,Tier2,1
MER00721,Behl Flipkart,E-commerce,Meerut,Tier3,1
MER00722,Mani Restaurant,Food & Beverage,Kolkata,Tier1,1
MER00723,Seshadri Restaurant,Food & Beverage,Indore,Tier2,1
MER00724,Biswas Boutique,Clothing & Fashion,Ahmedabad,Tier1,1
MER00725,Suri Personal Transfer,P2P Transfer,Noida,Tier3,1
MER00726,Chad Indian Oil,Fuel,Agra,Tier2,1
MER00727,Narasimhan Kirana Store,Grocery,Hyderabad,Tier1,1
MER00728,Som Flipkart,E-commerce,Kolkata,Tier1,1
MER00729,Saha General Store,Grocery,Agra,Tier2,1
MER00730,Ranganathan Auto Rickshaw,Auto & Transport,Bangalore,Tier1,1
MER00731,Bassi Water Supply,Utilities,Mumbai,Tier1,0
MER00732,Sarin Personal Transfer,P2P Transfer,Hyderabad,Tier1,1
MER00733,Ramakrishnan Apartments,Rent,Vadodara,Tier2,1
MER00734,Bora Biryani House,Food & Beverage,Madurai,Tier2,1
MER00735,Bali Restaurant,Food & Beverage,Visakhapatnam,Tier2,1
MER00736,Sahota Groww,Investment,Guwahati,Tier3,1
MER00737,Bhagat OTT Platform,Entertainment,Bangalore,Tier1,1
MER00738,Sampath Pharmacy,Healthcare,Bangalore,Tier1,1
MER00739,Golla Hotel,Hotel & Lodging,Ranchi,Tier2,1
MER00740,Deep Tiffin Center,Food & Beverage,Hyderabad,Tier1,1
MER00741,Batra Supermart,Grocery,Agra,Tier2,1
MER00742,Rajagopal Auto Rickshaw,Auto & Transport,Mumbai,Tier1,1
MER00743,Mangal Cab Service,Travel,Delhi,Tier1,1
MER00744,Roy Personal Transfer,P2P Transfer,Meerut,Tier3,1
MER00745,Yogi Properties,Rent,Ahmedabad,Tier1,1
MER00746,Babu Cafe,Food & Beverage,Kanpur,Tier2,1
MER00747,Mutti Inn,Hotel & Lodging,Allahabad,Tier3,1
MER00748,Chopra Ola,Auto & Transport,Delhi,Tier1,1
MER00749,Deshmukh Spa,Salon & Wellness,Indore,Tier2,1
MER00750,Chowdhury Broadband,Utilities,Lucknow,Tier2,1
MER00751,Bath Gadget Shop,Electronics,Nashik,Tier2,1
MER00752,Keer Boutique,Clothing & Fashion,Kanpur,Tier2,1
MER00753,Chakraborty Pharmacy,Healthcare,Jaipur,Tier2,1
MER00754,Shanker Diagnostic Lab,Healthcare,Kolkata,Tier1,1
MER00755,Purohit Appliances,Electronics,Chennai,Tier1,1
MER00756,Chandran Tiffin Center,Food & Beverage,Visakhapatnam,Tier2,1
MER00757,Gour Family Transfer,P2P Transfer,Jaipur,Tier2,1
MER00758,Deol Cafe,Food & Beverage,Amritsar,Tier3,1
MER00759,Sekhon Supermart,Grocery,Kolkata,Tier1,1
MER00760,Madan Realty,Rent,Vadodara,Tier2,1
MER00761,Sundaram College,Education,Pune,Tier1,0
MER00762,Baria Railway Booking,Travel,Hyderabad,Tier1,1
MER00763,Randhawa HP Petrol,Fuel,Hyderabad,Tier1,1
MER00764,Goswami Housing,Rent,Ahmedabad,Tier1,1
MER00765,Palan Diagnostic Lab,Healthcare,Moradabad,Tier3,1
MER00766,Manda Coaching Center,Education,Visakhapatnam,Tier2,1
MER00767,Seth Ola,Auto & Transport,Surat,Tier2,1
MER00768,Ramesh Mobile Store,Electronics,Visakhapatnam,Tier2,1
MER00769,Ratta Cafe,Food & Beverage,Moradabad,Tier3,1
MER00770,Agrawal Hotel,Hotel & Lodging,Nagpur,Tier2,1
MER00771,Bhalla Travel Agency,Travel,Bareilly,Tier3,1
MER00772,Soman Dhaba,Food & Beverage,Faridabad,Tier3,1
MER00773,Prashad Spa,Salon & Wellness,Ahmedabad,Tier1,1
MER00774,Ramesh Service Apartment,Hotel & Lodging,Kolkata,Tier1,1
MER00775,Munshi Meesho,E-commerce,Meerut,Tier3,1
MER00776,Keer BPCL Outlet,Fuel,Hyderabad,Tier1,1
MER00777,Sahni Cafe,Food & Beverage,Jaipur,Tier2,1
MER00778,Kashyap OTT Platform,Entertainment,Kanpur,Tier2,1
MER00779,Lanka Kirana Store,Grocery,Bikaner,Tier3,1
MER00780,Barad Housing,Rent,Bangalore,Tier1,1
MER00781,Chander Inn,Hotel & Lodging,Surat,Tier2,1
MER00782,Chatterjee Fresh Mart,Grocery,Bangalore,Tier1,1
MER00783,Mody Health Insurance,Insurance,Kanpur,Tier2,1
MER00784,Mahal Amazon,E-commerce,Pune,Tier1,1
MER00785,Kaur College,Education,Guwahati,Tier3,1
MER00786,Panchal Guest House,Hotel & Lodging,Mumbai,Tier1,1
MER00787,Sankaran Personal Transfer,P2P Transfer,Jodhpur,Tier3,1
MER00788,Goswami Sweet Shop,Food & Beverage,Ahmedabad,Tier1,1
MER00789,Devan Bus Service,Travel,Kolkata,Tier1,1
MER00790,Raju Restaurant,Food & Beverage,Agra,Tier2,1
MER00791,Gera Guest House,Hotel & Lodging,Mysore,Tier3,1
MER00792,Talwar Lodge,Hotel & Lodging,Kolkata,Tier1,1
MER00793,Thakur Supermart,Grocery,Bhopal,Tier2,1
MER00794,Varkey Kirana Store,Grocery,Tiruchirappalli,Tier3,1
MER00795,Chaudhuri Dhaba,Food & Beverage,Nashik,Tier2,1
MER00796,Bhatt Dhaba,Food & Beverage,Aurangabad,Tier3,1
MER00797,Sama Properties,Rent,Madurai,Tier2,0
MER00798,Krishnamurthy Restaurant,Food & Beverage,Kolkata,Tier1,1
MER00799,Goswami Lodge,Hotel & Lodging,Indore,Tier2,1
MER00800,Bir Clinic,Healthcare,Tiruchirappalli,Tier3,1
MER00801,Ratti LIC,Insurance,Visakhapatnam,Tier2,1
MER00802,Mall Diagnostic Lab,Healthcare,Gorakhpur,Tier3,1
MER00803,Kaur Personal Transfer,P2P Transfer,Lucknow,Tier2,1
MER00804,Rastogi Amazon,E-commerce,Hyderabad,Tier1,1
MER00805,Sha Petrol Pump,Fuel,Aurangabad,Tier3,1
MER00806,Sheth Cab Service,Travel,Chennai,Tier1,1
MER00807,Bhat Kirana Store,Grocery,Ahmedabad,Tier1,1
MER00808,Mitter Restaurant,Food & Beverage,Kolkata,Tier1,1
MER00809,Ramanathan Metro Card,Auto & Transport,Madurai,Tier2,1
