txn_id,txn_datetime,txn_date,txn_month,txn_year,txn_hour,day_of_week,user_id,user_city,user_city_tier,user_age,user_gender,user_activity_level,merchant_id,merchant_name,merchant_category,merchant_city,platform_used,preferred_platform,is_preferred_platform,payment_mode,device_type,amount,status,unusual_hour_flag,high_amount_flag,round_amount_flag,velocity_flag,fraud_score,is_fraud,is_weekend,time_of_day,is_festival_month,quarter,amount_bucket,is_success,is_failed,is_cross_city,age_group
TXN00001004,13-07-2022 14:52,13-07-2022,7,2022,14,Wednesday,USR000921,Patna,Tier2,49,Male,Low,MER00371,Date Metro Card,Auto & Transport,Nagpur,CRED,PhonePe,0,UPI ID,Android,198.17,Success,0,0,0,0,0,0,0,Afternoon,0,3,Small (100-500),1,0,1,Senior (46-55)
TXN00001005,21-12-2023 19:37,21-12-2023,12,2023,19,Thursday,USR001164,Delhi,Tier1,43,Male,High,MER00002,Jayaraman Hotel,Hotel & Lodging,Kanpur,Google Pay,PhonePe,0,QR Scan,iOS,2714.11,Success,0,0,0,0,0,0,0,Evening,0,4,Large (1K-5K),1,0,1,Gen X (36-45)
TXN00001006,20-03-2023 08:20,20-03-2023,3,2023,8,Monday,USR009170,Delhi,Tier1,27,Male,Low,MER00101,Mangal Fashion Store,Clothing & Fashion,Ahmedabad,Google Pay,Google Pay,1,UPI ID,Android,1042.28,Success,0,0,0,0,0,0,0,Morning,0,1,Large (1K-5K),1,0,1,Millennial (26-35)
TXN00001007,21-02-2022 09:31,21-02-2022,2,2022,9,Monday,USR002310,Agra,Tier2,29,Female,Medium,MER01644,Balay Ola,Auto & Transport,Agra,Google Pay,Google Pay,1,UPI ID,Android,279.62,Success,0,0,0,0,0,0,0,Morning,0,1,Small (100-500),1,0,0,Millennial (26-35)
TXN00001008,25-02-2023 13:45,25-02-2023,2,2023,13,Saturday,USR007767,Hyderabad,Tier1,27,Female,Medium,MER01367,Sule Sweet Shop,Food & Beverage,Coimbatore,WhatsApp Pay,WhatsApp Pay,1,UPI ID,Android,99.37,Success,0,0,0,0,0,0,1,Afternoon,0,1,Micro (<100),1,0,1,Millennial (26-35)
TXN00001009,08-01-2023 17:12,08-01-2023,1,2023,17,Sunday,USR002768,Ghaziabad,Tier3,26,Female,High,MER00194,Virk SIP Payment,Investment,Hyderabad,Paytm,Paytm,1,UPI ID,Android,21050.32,Success,0,0,0,0,0,0,1,Evening,0,1,Ultra (10K+),1,0,1,Millennial (26-35)
TXN00001010,23-03-2023 08:40,23-03-2023,3,2023,8,Thursday,USR006650,Mumbai,Tier1,49,Female,Medium,MER01833,Kaur Garments,Clothing & Fashion,Hyderabad,PhonePe,Google Pay,0,QR Scan,iOS,2261.79,Success,0,0,0,0,0,0,0,Morning,0,1,Large (1K-5K),1,0,1,Senior (46-55)
TXN00001011,10-03-2023 14:42,10-03-2023,3,2023,14,Friday,USR000967,Bareilly,Tier3,42,Female,Medium,MER01308,Khare LIC,Insurance,Surat,PhonePe,PhonePe,1,UPI ID,Android,2359.64,Success,0,0,0,0,0,0,0,Afternoon,0,1,Large (1K-5K),1,0,1,Gen X (36-45)
TXN00001012,25-12-2022 17:58,25-12-2022,12,2022,17,Sunday,USR004354,Nashik,Tier2,59,Female,Medium,MER01359,Singh Snapdeal,E-commerce,Coimbatore,Google Pay,WhatsApp Pay,0,QR Scan,Android,1100.31,Success,0,0,0,0,0,0,1,Evening,0,4,Large (1K-5K),1,0,1,Elder (55+)
TXN00001013,05-02-2023 15:06,05-02-2023,2,2023,15,Sunday,USR005011,Bangalore,Tier1,24,Female,Low,MER01874,Uppal Meesho,E-commerce,Jaipur,Google Pay,PhonePe,0,UPI ID,Android,1574.55,Success,0,0,0,0,0,0,1,Afternoon,0,1,Large (1K-5K),1,0,1,Gen Z (18-25)
TXN00001014,23-08-2022 11:47,23-08-2022,8,2022,11,Tuesday,USR006973,Lucknow,Tier2,20,Male,Power,MER00714,Vaidya Lodge,Hotel & Lodging,Aurangabad,Paytm,Amazon Pay,0,UPI ID,Android,4974.41,Success,0,0,0,0,0,0,0,Morning,1,3,Large (1K-5K),1,0,1,Gen Z (18-25)
TXN00001015,15-11-2023 18:00,15-11-2023,11,2023,18,Wednesday,USR002699,Bareilly,Tier3,45,Female,High,MER01442,Patil DTH Services,Utilities,Hyderabad,WhatsApp Pay,Google Pay,0,QR Scan,Android,1094.84,Success,0,0,0,0,0,0,0,Evening,1,4,Large (1K-5K),1,0,1,Gen X (36-45)
TXN00001016,24-03-2022 11:18,24-03-2022,3,2022,11,Thursday,USR000750,Kanpur,Tier2,38,Male,High,MER00915,Oak Electric Board,Utilities,Lucknow,PhonePe,Google Pay,0,QR Scan,Android,1556.53,Failed,0,0,0,0,0,0,0,Morning,0,1,Large (1K-5K),0,1,1,Gen X (36-45)
TXN00001017,30-06-2023 21:23,30-06-2023,6,2023,21,Friday,USR004193,Surat,Tier2,34,Female,Power,MER00655,Dutt Daily Needs,Grocery,Jaipur,PhonePe,PhonePe,1,UPI ID,iOS,2303.99,Success,0,0,0,0,0,0,0,Night,0,2,Large (1K-5K),1,0,1,Millennial (26-35)
TXN00001018,26-08-2023 20:55,26-08-2023,8,2023,20,Saturday,USR006595,Nashik,Tier2,44,Female,Power,MER00059,Mittal Garments,Clothing & Fashion,Tiruchirappalli,Google Pay,Google Pay,1,QR Scan,Android,1327.31,Success,0,0,0,0,0,0,1,Evening,1,3,Large (1K-5K),1,0,1,Gen X (36-45)
TXN00001019,05-01-2022 15:57,05-01-2022,1,2022,15,Wednesday,USR004105,Chennai,Tier1,28,Male,Medium,MER00972,Lal Family Transfer,P2P Transfer,Pune,Paytm,Paytm,1,QR Scan,Android,982.64,Success,0,0,0,0,0,0,0,Afternoon,0,1,Medium (500-1K),1,0,1,Millennial (26-35)
TXN00001020,29-04-2023 10:28,29-04-2023,4,2023,10,Saturday,USR008340,Kanpur,Tier2,45,Male,Medium,MER01137,Divan Clinic,Healthcare,Chennai,PhonePe,PhonePe,1,UPI ID,iOS,1477.27,Success,0,0,0,0,0,0,1,Morning,0,2,Large (1K-5K),1,0,1,Gen X (36-45)
TXN00001021,02-10-2023 06:36,02-10-2023,10,2023,6,Monday,USR003977,Vadodara,Tier2,30,Male,High,MER00368,Murty Event,Entertainment,Jabalpur,Paytm,Paytm,1,QR Scan,Android,1098.23,Success,0,0,0,0,0,0,0,Morning,1,4,Large (1K-5K),1,0,1,Millennial (26-35)
TXN00001022,11-06-2023 19:19,11-06-2023,6,2023,19,Sunday,USR001242,Surat,Tier2,45,Female,Power,MER01487,Yohannan Broadband,Utilities,Surat,Paytm,Paytm,1,UPI ID,Android,1518.89,Success,0,0,0,0,0,0,1,Evening,0,2,Large (1K-5K),1,0,0,Gen X (36-45)
TXN00001023,06-06-2023 20:50,06-06-2023,6,2023,20,Tuesday,USR008777,Allahabad,Tier3,61,Male,Medium,MER00364,Barman Tuition,Education,Bangalore,Paytm,PhonePe,0,QR Scan,Android,1822.33,Success,0,0,0,0,0,0,0,Evening,0,2,Large (1K-5K),1,0,1,Elder (55+)
TXN00001024,22-02-2023 15:18,22-02-2023,2,2023,15,Wednesday,USR006677,Indore,Tier2,39,Male,High,MER00999,Chanda General Store,Grocery,Gorakhpur,Amazon Pay,Amazon Pay,1,UPI ID,Android,742.69,Success,0,0,0,0,0,0,0,Afternoon,0,1,Medium (500-1K),1,0,1,Gen X (36-45)
TXN00001025,24-04-2022 23:32,24-04-2022,4,2022,23,Sunday,USR006664,Noida,Tier3,43,Male,Medium,MER00032,Ramaswamy Juice Corner,Food & Beverage,Lucknow,PhonePe,PhonePe,1,Intent,iOS,127.78,Success,0,0,0,0,0,0,1,Night,0,2,Small (100-500),1,0,1,Gen X (36-45)
TXN00001026,18-10-2022 12:45,18-10-2022,10,2022,12,Tuesday,USR005813,Ranchi,Tier2,47,Male,Medium,MER00143,Oak Travel Agency,Travel,Chennai,PhonePe,PhonePe,1,QR Scan,Android,6617.98,Success,0,0,0,0,0,0,0,Afternoon,1,4,Very Large (5K-10K),1,0,1,Senior (46-55)
TXN00001027,14-04-2023 07:06,14-04-2023,4,2023,7,Friday,USR001859,Surat,Tier2,48,Male,Low,MER00030,Chauhan Tiffin Center,Food & Beverage,Kolkata,CRED,Google Pay,0,UPI ID,Web,111.13,Success,0,0,0,0,0,0,0,Morning,0,2,Small (100-500),1,0,1,Senior (46-55)
TXN00001028,13-04-2022 05:03,13-04-2022,4,2022,5,Wednesday,USR002645,Pune,Tier1,20,Female,Medium,MER01052,Salvi Uber,Auto & Transport,Noida,Amazon Pay,Amazon Pay,1,UPI ID,Android,150.34,Success,0,0,0,0,0,0,0,Late Night,0,2,Small (100-500),1,0,1,Gen Z (18-25)
TXN00001029,03-09-2022 10:17,03-09-2022,9,2022,10,Saturday,USR000827,Patna,Tier2,29,Male,High,MER00893,Ramaswamy Daily Needs,Grocery,Jodhpur,PhonePe,PhonePe,1,UPI ID,Android,437.91,Success,0,0,0,0,0,0,1,Morning,1,3,Small (100-500),1,0,1,Millennial (26-35)
TXN00001030,30-04-2022 08:05,30-04-2022,4,2022,8,Saturday,USR004834,Rajkot,Tier3,24,Female,Low,MER01109,Rajagopalan Event,Entertainment,Ahmedabad,PhonePe,PhonePe,1,QR Scan,Android,431.63,Success,0,0,0,1,1,0,1,Morning,0,2,Small (100-500),1,0,1,Gen Z (18-25)
TXN00001031,13-12-2022 08:21,13-12-2022,12,2022,8,Tuesday,USR000709,Chennai,Tier1,27,Male,Medium,MER01335,Mane Garments,Clothing & Fashion,Patna,PhonePe,PhonePe,1,UPI ID,Android,1204.01,Success,0,0,0,0,0,0,0,Morning,0,4,Large (1K-5K),1,0,1,Millennial (26-35)
TXN00001032,17-09-2022 21:26,17-09-2022,9,2022,21,Saturday,USR001416,Hyderabad,Tier1,56,Male,Medium,MER01162,Devan Personal Transfer,P2P Transfer,Pune,Google Pay,Google Pay,1,Intent,iOS,2779.71,Success,0,0,0,0,0,0,1,Night,1,3,Large (1K-5K),1,0,1,Elder (55+)
TXN00001033,22-06-2023 10:33,22-06-2023,6,2023,10,Thursday,USR000139,Delhi,Tier1,30,Male,High,MER00093,Pillay Textile,Clothing & Fashion,Kolkata,PhonePe,PhonePe,1,QR Scan,iOS,1520.25,Success,0,0,0,0,0,0,0,Morning,0,2,Large (1K-5K),1,0,1,Millennial (26-35)
TXN00001034,11-08-2022 19:49,11-08-2022,8,2022,19,Thursday,USR007533,Delhi,Tier1,26,Female,Medium,MER00058,Wagle Snapdeal,E-commerce,Hyderabad,Google Pay,Google Pay,1,UPI ID,Android,995.8,Success,0,0,0,0,0,0,0,Evening,1,3,Medium (500-1K),1,0,1,Millennial (26-35)
TXN00001035,07-02-2023 09:13,07-02-2023,2,2023,9,Tuesday,USR004026,Ghaziabad,Tier3,47,Male,High,MER00888,Subramanian Tiffin Center,Food & Beverage,Rajkot,Google Pay,Paytm,0,Intent,iOS,364.16,Success,0,0,0,0,0,0,0,Morning,0,1,Small (100-500),1,0,1,Senior (46-55)
TXN00001036,12-05-2022 19:56,12-05-2022,5,2022,19,Thursday,USR008712,Ranchi,Tier2,28,Female,Low,MER00042,Nair Garments,Clothing & Fashion,Vadodara,PhonePe,PhonePe,1,UPI ID,Android,1456.75,Success,0,0,0,0,0,0,0,Evening,0,2,Large (1K-5K),1,0,1,Millennial (26-35)
TXN00001037,10-03-2023 20:18,10-03-2023,3,2023,20,Friday,USR004844,Bareilly,Tier3,19,Female,Medium,MER00646,Warrior Realty,Rent,Vadodara,Google Pay,Google Pay,1,QR Scan,Android,6631.22,Success,0,0,0,0,0,0,0,Evening,0,1,Very Large (5K-10K),1,0,1,Gen Z (18-25)
TXN00001038,28-01-2022 09:43,28-01-2022,1,2022,9,Friday,USR008463,Aligarh,Tier3,27,Male,Low,MER01445,Grover Dhaba,Food & Beverage,Hyderabad,Paytm,CRED,0,UPI ID,Android,959.12,Success,0,0,0,0,0,0,0,Morning,0,1,Medium (500-1K),1,0,1,Millennial (26-35)
TXN00001039,28-05-2022 19:57,28-05-2022,5,2022,19,Saturday,USR006027,Ranchi,Tier2,49,Female,High,MER00774,Ramesh Service Apartment,Hotel & Lodging,Kolkata,PhonePe,PhonePe,1,Payment Link,Web,4658.16,Success,0,0,0,0,0,0,1,Evening,0,2,Large (1K-5K),1,0,1,Senior (46-55)
TXN00001040,24-05-2023 11:33,24-05-2023,5,2023,11,Wednesday,USR006314,Chennai,Tier1,27,Female,Medium,MER00977,Sahni Realty,Rent,Pune,Paytm,Paytm,1,Payment Link,Android,10945.74,Success,0,0,0,0,0,0,0,Morning,0,2,Ultra (10K+),1,0,1,Millennial (26-35)
TXN00001041,20-01-2022 18:51,20-01-2022,1,2022,18,Thursday,USR007226,Kanpur,Tier2,61,Female,Power,MER00491,Prashad Groww,Investment,Ahmedabad,PhonePe,PhonePe,1,Intent,Android,35063.93,Success,0,0,0,0,0,0,0,Evening,0,1,Ultra (10K+),1,0,1,Elder (55+)
TXN00001042,11-01-2023 17:55,11-01-2023,1,2023,17,Wednesday,USR000746,Lucknow,Tier2,51,Male,High,MER00645,Chaudhari General Store,Grocery,Coimbatore,Paytm,Paytm,1,UPI ID,Android,2415.6,Success,0,0,0,0,0,0,0,Evening,0,1,Large (1K-5K),1,0,1,Senior (46-55)
TXN00001043,27-12-2022 21:30,27-12-2022,12,2022,21,Tuesday,USR003287,Pune,Tier1,30,Female,Power,MER00810,Mukhopadhyay Snapdeal,E-commerce,Chennai,CRED,CRED,1,QR Scan,Android,2144.57,Success,0,0,0,0,0,0,0,Night,0,4,Large (1K-5K),1,0,1,Millennial (26-35)
TXN00001044,27-07-2023 20:09,27-07-2023,7,2023,20,Thursday,USR006347,Meerut,Tier3,27,Male,Medium,MER01845,Tara Garments,Clothing & Fashion,Bareilly,CRED,CRED,1,UPI ID,Android,1847.63,Success,0,0,0,0,0,0,0,Evening,0,3,Large (1K-5K),1,0,1,Millennial (26-35)
TXN00001045,03-05-2023 17:29,03-05-2023,5,2023,17,Wednesday,USR000912,Moradabad,Tier3,27,Male,Medium,MER00691,Kaul Cinema,Entertainment,Aurangabad,PhonePe,PhonePe,1,QR Scan,Android,221.11,Success,0,0,0,0,0,0,0,Evening,0,2,Small (100-500),1,0,1,Millennial (26-35)
TXN00001046,26-09-2022 20:13,26-09-2022,9,2022,20,Monday,USR005364,Allahabad,Tier3,41,Female,Medium,MER00402,Goda Mutual Fund,Investment,Meerut,PhonePe,WhatsApp Pay,0,UPI ID,Android,13732.08,Success,0,0,0,0,0,0,0,Evening,1,3,Ultra (10K+),1,0,1,Gen X (36-45)
TXN00001047,17-01-2023 13:52,17-01-2023,1,2023,13,Tuesday,USR004497,Patna,Tier2,34,Female,Medium,MER00570,Chopra Tiffin Center,Food & Beverage,Indore,PhonePe,PhonePe,1,Intent,Web,244.04,Pending,0,0,0,0,0,0,0,Afternoon,0,1,Small (100-500),0,0,1,Millennial (26-35)
TXN00001048,24-06-2022 14:22,24-06-2022,6,2022,14,Friday,USR008095,Pune,Tier1,35,Female,Medium,MER01278,Minhas Fresh Mart,Grocery,Chennai,Paytm,Paytm,1,QR Scan,Android,893.82,Success,0,0,0,0,0,0,0,Afternoon,0,2,Medium (500-1K),1,0,1,Millennial (26-35)
TXN00001049,03-11-2023 19:45,03-11-2023,11,2023,19,Friday,USR007776,Surat,Tier2,19,Male,Low,MER00718,Varty Academy,Education,Madurai,Google Pay,Google Pay,1,UPI ID,Android,4273.44,Success,0,0,0,0,0,0,0,Evening,1,4,Large (1K-5K),1,0,1,Gen Z (18-25)
TXN00001050,26-09-2022 17:07,26-09-2022,9,2022,17,Monday,USR006953,Delhi,Tier1,32,Male,High,MER01018,Gade Realty,Rent,Guwahati,PhonePe,PhonePe,1,UPI ID,iOS,16790.34,Success,0,0,0,0,0,0,0,Evening,1,3,Ultra (10K+),1,0,1,Millennial (26-35)
TXN00001051,19-02-2023 09:41,19-02-2023,2,2023,9,Sunday,USR001973,Mumbai,Tier1,27,Male,Medium,MER00566,Jhaveri Gas Agency,Utilities,Nagpur,PhonePe,PhonePe,1,UPI ID,Android,1383.9,Success,0,0,0,0,0,0,1,Morning,0,1,Large (1K-5K),1,0,1,Millennial (26-35)
TXN00001052,02-04-2022 17:35,02-04-2022,4,2022,17,Saturday,USR006078,Madurai,Tier2,36,Female,Power,MER01074,Shenoy Myntra,E-commerce,Aligarh,PhonePe,PhonePe,1,Intent,Android,870.52,Success,0,0,0,0,0,0,1,Evening,0,2,Medium (500-1K),1,0,1,Gen X (36-45)
TXN00001053,23-07-2022 17:07,23-07-2022,7,2022,17,Saturday,USR009294,Mysore,Tier3,36,Female,High,MER01253,Amble Realty,Rent,Bareilly,CRED,CRED,1,Payment Link,Android,6833.43,Success,0,0,0,0,0,0,1,Evening,0,3,Very Large (5K-10K),1,0,1,Gen X (36-45)
TXN00001054,29-12-2023 09:52,29-12-2023,12,2023,9,Friday,USR005856,Gorakhpur,Tier3,44,Female,High,MER01109,Rajagopalan Event,Entertainment,Ahmedabad,PhonePe,Google Pay,0,QR Scan,iOS,288.19,Success,0,0,0,0,0,0,0,Morning,0,4,Small (100-500),1,0,1,Gen X (36-45)
TXN00001055,19-10-2022 13:01,19-10-2022,10,2022,13,Wednesday,USR005255,Aligarh,Tier3,49,Female,Low,MER01835,Dixit Tiffin Center,Food & Beverage,Ranchi,WhatsApp Pay,Amazon Pay,0,Intent,Android,211.05,Success,0,0,0,0,0,0,0,Afternoon,1,4,Small (100-500),1,0,1,Senior (46-55)
TXN00001056,15-08-2022 18:30,15-08-2022,8,2022,18,Monday,USR009996,Nashik,Tier2,49,Female,High,MER00051,Sami Appliances,Electronics,Surat,Amazon Pay,Amazon Pay,1,QR Scan,Android,15027.86,Success,0,0,0,0,0,0,0,Evening,1,3,Ultra (10K+),1,0,1,Senior (46-55)
TXN00001057,13-11-2022 19:58,13-11-2022,11,2022,19,Sunday,USR007520,Kanpur,Tier2,20,Male,Medium,MER00053,Kata Cinema,Entertainment,Ahmedabad,PhonePe,PhonePe,1,Payment Link,Android,358.34,Success,0,0,0,0,0,0,1,Evening,1,4,Small (100-500),1,0,1,Gen Z (18-25)
TXN00001058,03-05-2023 19:22,03-05-2023,5,2023,19,Wednesday,USR009514,Delhi,Tier1,41,Male,High,MER01952,Chander Diagnostic Lab,Healthcare,Chennai,Google Pay,Google Pay,1,Payment Link,iOS,726.29,Success,0,0,0,0,0,0,0,Evening,0,2,Medium (500-1K),1,0,1,Gen X (36-45)
TXN00001059,27-03-2022 09:40,27-03-2022,3,2022,9,Sunday,USR006880,Coimbatore,Tier2,27,Male,Low,MER01553,Tripathi Indian Oil,Fuel,Jaipur,PhonePe,Paytm,0,Payment Link,Android,2657.19,Success,0,0,0,0,0,0,1,Morning,0,1,Large (1K-5K),1,0,1,Millennial (26-35)
TXN00001060,23-07-2022 17:48,23-07-2022,7,2022,17,Saturday,USR004933,Coimbatore,Tier2,59,Male,Low,MER00817,Batra Electric Board,Utilities,Visakhapatnam,PhonePe,PhonePe,1,Payment Link,Android,1002.4,Success,0,0,0,0,0,0,1,Evening,0,3,Large (1K-5K),1,0,1,Elder (55+)
TXN00001061,18-03-2022 13:20,18-03-2022,3,2022,13,Friday,USR002021,Kanpur,Tier2,59,Male,High,MER01899,Sha Electric Board,Utilities,Bangalore,PhonePe,Google Pay,0,Payment Link,Android,1581.81,Success,0,0,0,0,0,0,0,Afternoon,0,1,Large (1K-5K),1,0,1,Elder (55+)
TXN00001062,01-06-2023 20:15,01-06-2023,6,2023,20,Thursday,USR005707,Surat,Tier2,50,Female,Power,MER00118,Dara Insurance Co,Insurance,Chennai,CRED,CRED,1,UPI ID,Android,3678.74,Success,0,0,0,0,0,0,0,Evening,0,2,Large (1K-5K),1,0,1,Senior (46-55)
TXN00001063,31-01-2023 17:54,31-01-2023,1,2023,17,Tuesday,USR006732,Chennai,Tier1,26,Male,Low,MER01303,Borra School Fees,Education,Patna,PhonePe,PhonePe,1,Intent,Android,4491.3,Success,0,0,0,0,0,0,0,Evening,0,1,Large (1K-5K),1,0,1,Millennial (26-35)
TXN00001064,14-03-2023 08:04,14-03-2023,3,2023,8,Tuesday,USR002275,Guwahati,Tier3,58,Female,Medium,MER00022,Dyal Medical Store,Healthcare,Allahabad,WhatsApp Pay,WhatsApp Pay,1,Payment Link,Android,863.18,Success,0,0,0,0,0,0,0,Morning,0,1,Medium (500-1K),1,0,1,Elder (55+)
TXN00001065,05-12-2023 11:34,05-12-2023,12,2023,11,Tuesday,USR002934,Mumbai,Tier1,36,Male,Medium,MER01270,Varughese Dhaba,Food & Beverage,Amritsar,PhonePe,PhonePe,1,QR Scan,Android,373.05,Success,0,0,0,0,0,0,0,Morning,0,4,Small (100-500),1,0,1,Gen X (36-45)
TXN00001066,18-01-2023 12:45,18-01-2023,1,2023,12,Wednesday,USR000252,Ahmedabad,Tier1,30,Male,Medium,MER00365,Dube Beauty Parlour,Salon & Wellness,Surat,Paytm,Paytm,1,Payment Link,iOS,237.44,Success,0,0,0,0,0,0,0,Afternoon,0,1,Small (100-500),1,0,1,Millennial (26-35)
TXN00001067,10-06-2022 14:22,10-06-2022,6,2022,14,Friday,USR009487,Bangalore,Tier1,18,Female,High,MER00953,Bava Rapido,Auto & Transport,Bareilly,PhonePe,PhonePe,1,UPI ID,iOS,144.74,Success,0,0,0,0,0,0,0,Afternoon,0,2,Small (100-500),1,0,1,Gen Z (18-25)
TXN00001068,28-03-2022 18:26,28-03-2022,3,2022,18,Monday,USR001009,Bikaner,Tier3,26,Female,Medium,MER01202,Tak General Store,Grocery,Kanpur,Paytm,Google Pay,0,Intent,Android,955.81,Success,0,0,0,0,0,0,0,Evening,0,1,Medium (500-1K),1,0,1,Millennial (26-35)
TXN00001069,15-09-2023 11:49,15-09-2023,9,2023,11,Friday,USR007136,Vadodara,Tier2,43,Male,Medium,MER00062,Pau OTT Platform,Entertainment,Delhi,Google Pay,Google Pay,1,UPI ID,Android,550.97,Success,0,0,0,0,0,0,0,Morning,1,3,Medium (500-1K),1,0,1,Gen X (36-45)
TXN00001070,02-12-2023 04:04,02-12-2023,12,2023,4,Saturday,USR008946,Pune,Tier1,49,Female,Medium,MER00447,Rao Personal Transfer,P2P Transfer,Jaipur,Google Pay,Google Pay,1,Payment Link,Android,7959.98,Success,1,0,0,0,1,0,1,Late Night,0,4,Very Large (5K-10K),1,0,1,Senior (46-55)
TXN00001071,16-12-2023 18:04,16-12-2023,12,2023,18,Saturday,USR004849,Bhopal,Tier2,44,Female,Medium,MER01788,Doctor Textile,Clothing & Fashion,Mumbai,Google Pay,Google Pay,1,UPI ID,Android,1186.31,Success,0,0,0,0,0,0,1,Evening,0,4,Large (1K-5K),1,0,1,Gen X (36-45)
TXN00001072,28-10-2022 01:14,28-10-2022,10,2022,1,Friday,USR004473,Hyderabad,Tier1,25,Male,High,MER00866,Vala General Store,Grocery,Gorakhpur,Paytm,Paytm,1,QR Scan,Android,1943.61,Success,1,0,0,0,1,0,0,Late Night,1,4,Large (1K-5K),1,0,1,Gen Z (18-25)
TXN00001073,07-03-2022 16:46,07-03-2022,3,2022,16,Monday,USR004102,Delhi,Tier1,32,Female,High,MER01899,Sha Electric Board,Utilities,Bangalore,Google Pay,Google Pay,1,UPI ID,iOS,808.08,Success,0,0,0,0,0,0,0,Afternoon,0,1,Medium (500-1K),1,0,1,Millennial (26-35)
TXN00001074,07-02-2023 18:26,07-02-2023,2,2023,18,Tuesday,USR001306,Kolkata,Tier1,49,Male,High,MER00387,Chokshi Supermart,Grocery,Jaipur,CRED,PhonePe,0,QR Scan,Android,1775.43,Success,0,0,0,0,0,0,0,Evening,0,1,Large (1K-5K),1,0,1,Senior (46-55)
TXN00001075,04-11-2023 14:45,04-11-2023,11,2023,14,Saturday,USR000005,Lucknow,Tier2,24,Female,Medium,MER01542,Korpal General Store,Grocery,Bangalore,WhatsApp Pay,WhatsApp Pay,1,UPI ID,iOS,1306.48,Success,0,0,0,0,0,0,1,Afternoon,1,4,Large (1K-5K),1,0,1,Gen Z (18-25)
TXN00001076,27-04-2022 08:24,27-04-2022,4,2022,8,Wednesday,USR006697,Lucknow,Tier2,40,Female,High,MER01657,Sharaf Pharmacy,Healthcare,Mumbai,Paytm,Paytm,1,UPI ID,Android,520.26,Success,0,0,0,0,0,0,0,Morning,0,2,Medium (500-1K),1,0,1,Gen X (36-45)
TXN00001077,04-05-2022 14:49,04-05-2022,5,2022,14,Wednesday,USR001483,Varanasi,Tier3,36,Female,Power,MER01157,Gade Broadband,Utilities,Delhi,CRED,CRED,1,QR Scan,Android,1442.74,Success,0,0,0,0,0,0,0,Afternoon,0,2,Large (1K-5K),1,0,1,Gen X (36-45)
TXN00001078,07-08-2022 13:15,07-08-2022,8,2022,13,Sunday,USR006708,Jaipur,Tier2,36,Male,High,MER01644,Balay Ola,Auto & Transport,Agra,Google Pay,Google Pay,1,QR Scan,Android,174.55,Success,0,0,0,0,0,0,1,Afternoon,1,3,Small (100-500),1,0,1,Gen X (36-45)
TXN00001079,16-06-2023 13:54,16-06-2023,6,2023,13,Friday,USR009223,Guwahati,Tier3,35,Female,Medium,MER00272,Shroff Policy Bazaar,Insurance,Surat,PhonePe,PhonePe,1,Intent,Android,5822.01,Success,0,0,0,0,0,0,0,Afternoon,0,2,Very Large (5K-10K),1,0,1,Millennial (26-35)
TXN00001080,26-12-2023 12:33,26-12-2023,12,2023,12,Tuesday,USR002116,Moradabad,Tier3,24,Male,Medium,MER00993,Dada Fuel Station,Fuel,Kanpur,PhonePe,PhonePe,1,UPI ID,Android,1311.93,Success,0,0,0,0,0,0,0,Afternoon,0,4,Large (1K-5K),1,0,1,Gen Z (18-25)
TXN00001081,10-11-2022 20:58,10-11-2022,11,2022,20,Thursday,USR007629,Ranchi,Tier2,51,Male,High,MER01950,Khatri Indian Oil,Fuel,Visakhapatnam,Google Pay,Google Pay,1,UPI ID,Android,1247.47,Success,0,0,0,0,0,0,0,Evening,1,4,Large (1K-5K),1,0,1,Senior (46-55)
TXN00001082,18-04-2023 19:57,18-04-2023,4,2023,19,Tuesday,USR000973,Delhi,Tier1,43,Male,Medium,MER01303,Borra School Fees,Education,Patna,PhonePe,PhonePe,1,Payment Link,Android,7958.33,Success,0,0,0,0,0,0,0,Evening,0,2,Very Large (5K-10K),1,0,1,Gen X (36-45)
TXN00001083,11-08-2022 20:16,11-08-2022,8,2022,20,Thursday,USR008629,Ranchi,Tier2,27,Other,Medium,MER01135,Basak Inn,Hotel & Lodging,Mumbai,Paytm,Paytm,1,Payment Link,Android,3958.45,Success,0,0,0,0,0,0,0,Evening,1,3,Large (1K-5K),1,0,1,Millennial (26-35)
TXN00001084,16-01-2022 14:50,16-01-2022,1,2022,14,Sunday,USR002455,Moradabad,Tier3,37,Female,Medium,MER00190,Savant Daily Needs,Grocery,Guwahati,Google Pay,Google Pay,1,Intent,iOS,1313.52,Success,0,0,0,0,0,0,1,Afternoon,0,1,Large (1K-5K),1,0,1,Gen X (36-45)
TXN00001085,26-01-2022 22:39,26-01-2022,1,2022,22,Wednesday,USR000320,Mumbai,Tier1,26,Female,Medium,MER00359,Saxena Realty,Rent,Coimbatore,Amazon Pay,Amazon Pay,1,Payment Link,Android,10482.38,Success,0,0,0,0,0,0,0,Night,0,1,Ultra (10K+),1,0,1,Millennial (26-35)
TXN00001086,20-02-2022 21:07,20-02-2022,2,2022,21,Sunday,USR001739,Hyderabad,Tier1,30,Male,High,MER00835,Randhawa Personal Transfer,P2P Transfer,Jabalpur,Google Pay,Google Pay,1,QR Scan,Android,6795.69,Success,0,0,0,0,0,0,1,Night,0,1,Very Large (5K-10K),1,0,1,Millennial (26-35)
